Education Level,Years of Experience,Location,Industry,Job Title,Job Type,Salary
PhD,28,Urban,Healthcare,Software Engineer,Onsite,87725.83
Master's Degree,1,Rural,Tech,Financial Analyst,Onsite,43767.57
Master's Degree,28,Suburban,Healthcare,Accountant,Onsite,87482.41
Bachelor's Degree,22,Urban,Tech,Medical Assistant,Remote,71903.22
Bachelor's Degree,6,Rural,Education,Financial Analyst,Hybrid,33066.9
PhD,1,Urban,Education,Software Engineer,Onsite,49651.92
PhD,7,Rural,Healthcare,UX Designer,Remote,55109.59
High School,0,Urban,Finance,System Administrator,Remote,33768.39
PhD,21,Rural,Healthcare,Accountant,Onsite,75621.19
High School,12,Suburban,Finance,Professor,Hybrid,46462.64
High School,14,Rural,Tech,Data Analyst,Hybrid,42123.89
PhD,38,Rural,Education,UX Designer,Onsite,89761.77
PhD,15,Rural,Education,Web Developer,Hybrid,69552.93
High School,26,Urban,Finance,HR Manager,Onsite,68514.74
High School,37,Rural,Education,Data Analyst,Onsite,79509.15
Bachelor's Degree,25,Suburban,Tech,HR Manager,Remote,76009.53
Master's Degree,12,Rural,Finance,Web Developer,Onsite,55265.81
Bachelor's Degree,16,Suburban,Education,Web Developer,Onsite,63699.99
Master's Degree,3,Rural,Education,UX Designer,Remote,45534.6
PhD,22,Suburban,Finance,Financial Analyst,Remote,85035.19
High School,35,Suburban,Healthcare,Software Engineer,Remote,91169.06
High School,7,Rural,Healthcare,Web Developer,Remote,41723.84
Master's Degree,38,Rural,Tech,Financial Analyst,Onsite,99323.95
High School,26,Suburban,Education,Data Analyst,Remote,71787.76
High School,3,Rural,Tech,Others,Remote,34432.25
High School,19,Suburban,Tech,Financial Analyst,Hybrid,63645.63
Bachelor's Degree,15,Rural,Healthcare,Web Developer,Onsite,49736.48
High School,0,Rural,Healthcare,System Administrator,Onsite,33529.98
Bachelor's Degree,0,Suburban,Finance,Web Developer,Hybrid,39311.85
Bachelor's Degree,4,Urban,Healthcare,Medical Assistant,Onsite,37568.78
High School,31,Urban,Education,HR Manager,Remote,80061.93
Bachelor's Degree,37,Rural,Finance,Accountant,Hybrid,85117.07
PhD,7,Urban,Finance,Data Analyst,Hybrid,66489.64
Bachelor's Degree,7,Suburban,Healthcare,Financial Analyst,Remote,50581.06
High School,3,Suburban,Education,Professor,Onsite,32556.3
Bachelor's Degree,40,Rural,Healthcare,Project Manager,Hybrid,99893.4
Master's Degree,18,Urban,Education,Financial Analyst,Onsite,71341.17
High School,1,Rural,Education,Web Developer,Remote,37494.58
Master's Degree,8,Rural,Education,Financial Analyst,Remote,52281.53
PhD,33,Rural,Tech,UX Designer,Hybrid,93904.52
Bachelor's Degree,7,Rural,Finance,Project Manager,Remote,45347.22
Master's Degree,5,Urban,Finance,Medical Assistant,Remote,43951.7
PhD,18,Rural,Finance,System Administrator,Onsite,79675.25
High School,1,Suburban,Finance,UX Designer,Hybrid,34675.36
High School,18,Urban,Finance,Others,Remote,66899.73
Bachelor's Degree,21,Suburban,Finance,UX Designer,Hybrid,58838.14
Master's Degree,38,Urban,Education,Others,Remote,102246.25
High School,2,Suburban,Education,Software Engineer,Hybrid,30240.21
PhD,21,Suburban,Healthcare,HR Manager,Onsite,84969.79
PhD,8,Suburban,Finance,Data Analyst,Remote,60578.32
PhD,26,Urban,Healthcare,UX Designer,Onsite,90542.82
Master's Degree,12,Rural,Healthcare,Data Analyst,Hybrid,61745.24
PhD,6,Urban,Healthcare,UX Designer,Onsite,62468.13
Bachelor's Degree,11,Urban,Finance,HR Manager,Remote,50247.73
High School,6,Urban,Tech,UX Designer,Onsite,36060.91
High School,24,Urban,Education,Accountant,Onsite,73169.88
High School,24,Suburban,Tech,HR Manager,Onsite,63357.02
Bachelor's Degree,21,Urban,Finance,Medical Assistant,Hybrid,64752.75
PhD,8,Rural,Education,HR Manager,Hybrid,50484.69
Bachelor's Degree,26,Suburban,Finance,UX Designer,Onsite,75528.7
Bachelor's Degree,9,Urban,Finance,Web Developer,Hybrid,47510.29
High School,2,Rural,Finance,Data Analyst,Remote,30452.38
Bachelor's Degree,23,Urban,Education,Financial Analyst,Onsite,75452.71
PhD,26,Suburban,Healthcare,Medical Assistant,Onsite,89429.78
Master's Degree,6,Rural,Education,HR Manager,Hybrid,47673.52
Bachelor's Degree,0,Suburban,Education,Project Manager,Remote,34341.74
Bachelor's Degree,6,Suburban,Finance,Professor,Onsite,44484.44
High School,0,Urban,Education,System Administrator,Remote,38705.24
Master's Degree,23,Rural,Education,Medical Assistant,Hybrid,74591.78
High School,24,Suburban,Tech,Project Manager,Remote,64250.58
Master's Degree,5,Rural,Education,Medical Assistant,Onsite,45607.71
Bachelor's Degree,20,Suburban,Education,System Administrator,Onsite,64375.46
PhD,29,Rural,Healthcare,Accountant,Remote,91600.01
Bachelor's Degree,9,Rural,Finance,Professor,Onsite,52477.1
High School,27,Rural,Education,Software Engineer,Remote,70221.63
High School,32,Suburban,Education,Medical Assistant,Remote,86377.55
Master's Degree,7,Urban,Tech,System Administrator,Onsite,54105.76
High School,34,Rural,Tech,Software Engineer,Hybrid,73690.35
High School,31,Urban,Finance,Medical Assistant,Hybrid,86884.76
Master's Degree,21,Suburban,Tech,Professor,Remote,79751.73
Master's Degree,24,Urban,Healthcare,Accountant,Remote,72874.44
High School,39,Rural,Tech,System Administrator,Remote,94397.82
Master's Degree,14,Suburban,Tech,UX Designer,Remote,60274.28
Bachelor's Degree,13,Urban,Finance,Professor,Hybrid,59244.92
Master's Degree,18,Rural,Education,Web Developer,Hybrid,58245.35
High School,3,Suburban,Tech,Accountant,Hybrid,31108.18
High School,13,Suburban,Healthcare,UX Designer,Hybrid,40030.38
High School,20,Rural,Finance,Financial Analyst,Onsite,58540.69
High School,27,Rural,Finance,Financial Analyst,Onsite,67795.22
High School,18,Urban,Tech,Software Engineer,Remote,53757.2
Bachelor's Degree,31,Rural,Finance,Medical Assistant,Remote,86368.67
High School,27,Urban,Finance,HR Manager,Onsite,67053.91
High School,25,Rural,Tech,Medical Assistant,Onsite,65212.94
Bachelor's Degree,12,Suburban,Tech,Data Analyst,Hybrid,57484.65
Master's Degree,23,Urban,Tech,HR Manager,Remote,79119.91
Master's Degree,37,Suburban,Education,UX Designer,Hybrid,98520.0
High School,31,Urban,Healthcare,Software Engineer,Remote,84004.6
Bachelor's Degree,33,Suburban,Tech,System Administrator,Hybrid,83627.88
High School,29,Rural,Finance,System Administrator,Onsite,69412.28
High School,23,Suburban,Education,HR Manager,Hybrid,68668.16
Bachelor's Degree,34,Suburban,Education,Software Engineer,Onsite,93472.4
High School,4,Suburban,Healthcare,Web Developer,Hybrid,24800.86
High School,33,Rural,Education,UX Designer,Hybrid,80454.48
High School,12,Suburban,Finance,Project Manager,Remote,58809.35
High School,20,Urban,Education,Accountant,Onsite,59269.08
High School,6,Urban,Education,Medical Assistant,Hybrid,36563.4
Master's Degree,30,Rural,Education,HR Manager,Onsite,82231.97
Master's Degree,12,Suburban,Tech,Accountant,Hybrid,53174.12
Bachelor's Degree,32,Urban,Healthcare,Financial Analyst,Remote,76770.95
Bachelor's Degree,37,Urban,Education,UX Designer,Remote,98780.37
PhD,24,Urban,Finance,Professor,Onsite,84365.73
High School,7,Urban,Finance,System Administrator,Onsite,47525.43
High School,23,Rural,Finance,HR Manager,Remote,64397.91
High School,37,Rural,Tech,Web Developer,Hybrid,90114.66
Bachelor's Degree,12,Suburban,Education,Project Manager,Remote,60685.36
PhD,12,Rural,Tech,Web Developer,Remote,71955.85
Master's Degree,25,Rural,Healthcare,Accountant,Onsite,76956.82
Master's Degree,9,Rural,Education,Accountant,Hybrid,56505.39
High School,8,Urban,Healthcare,Data Analyst,Hybrid,42982.08
PhD,35,Rural,Education,UX Designer,Hybrid,87568.27
Bachelor's Degree,4,Urban,Healthcare,UX Designer,Hybrid,46816.02
Bachelor's Degree,31,Rural,Education,Others,Remote,76859.81
PhD,23,Urban,Tech,Financial Analyst,Onsite,77986.41
Master's Degree,31,Rural,Healthcare,Accountant,Hybrid,92246.57
Master's Degree,9,Urban,Healthcare,Data Analyst,Onsite,52266.58
High School,23,Urban,Tech,System Administrator,Remote,82974.11
Bachelor's Degree,38,Suburban,Finance,System Administrator,Hybrid,95176.56
PhD,27,Urban,Healthcare,Project Manager,Onsite,89029.22
Bachelor's Degree,12,Suburban,Tech,Software Engineer,Hybrid,53554.58
Master's Degree,15,Suburban,Healthcare,Others,Onsite,73798.49
Master's Degree,4,Urban,Tech,Others,Remote,48979.97
High School,7,Suburban,Healthcare,Financial Analyst,Onsite,44954.74
High School,30,Urban,Tech,Project Manager,Onsite,70615.74
Master's Degree,29,Rural,Healthcare,HR Manager,Remote,83214.72
High School,33,Suburban,Healthcare,Professor,Hybrid,80076.45
PhD,17,Rural,Healthcare,HR Manager,Onsite,78742.23
High School,0,Urban,Education,Accountant,Remote,34920.37
High School,5,Rural,Finance,Others,Onsite,33916.36
High School,20,Suburban,Healthcare,Data Analyst,Onsite,58401.69
High School,23,Suburban,Healthcare,Financial Analyst,Remote,60431.91
High School,28,Urban,Education,UX Designer,Remote,74533.45
High School,28,Urban,Healthcare,Data Analyst,Hybrid,87309.3
Bachelor's Degree,22,Suburban,Healthcare,Data Analyst,Onsite,70324.26
High School,9,Rural,Finance,Software Engineer,Onsite,45265.46
High School,9,Suburban,Healthcare,Medical Assistant,Onsite,38514.23
Master's Degree,2,Rural,Healthcare,Accountant,Onsite,45452.35
High School,32,Urban,Education,Accountant,Remote,82445.76
High School,19,Rural,Finance,Accountant,Onsite,56505.61
Master's Degree,29,Suburban,Education,System Administrator,Onsite,90154.75
Master's Degree,23,Urban,Education,HR Manager,Onsite,81331.01
Bachelor's Degree,23,Rural,Tech,Software Engineer,Onsite,69518.67
Bachelor's Degree,8,Urban,Finance,Software Engineer,Hybrid,40636.34
High School,27,Urban,Education,Accountant,Onsite,73973.83
Master's Degree,40,Suburban,Tech,Medical Assistant,Remote,109289.08
Master's Degree,5,Rural,Finance,Software Engineer,Remote,50454.72
High School,13,Suburban,Tech,Accountant,Remote,52020.73
High School,36,Urban,Healthcare,System Administrator,Remote,82775.72
Bachelor's Degree,6,Rural,Healthcare,Financial Analyst,Hybrid,37056.89
PhD,40,Urban,Finance,Software Engineer,Remote,118584.86
Master's Degree,8,Urban,Tech,Others,Remote,53427.4
Master's Degree,37,Suburban,Finance,Data Analyst,Remote,101916.25
High School,38,Suburban,Education,Medical Assistant,Remote,91695.7
Master's Degree,24,Suburban,Education,UX Designer,Onsite,71974.78
PhD,23,Urban,Education,UX Designer,Hybrid,79000.11
PhD,23,Urban,Tech,Web Developer,Onsite,91189.65
PhD,17,Rural,Healthcare,System Administrator,Onsite,63304.39
PhD,40,Urban,Finance,HR Manager,Hybrid,106393.91
PhD,7,Suburban,Tech,UX Designer,Onsite,50207.09
High School,18,Urban,Healthcare,Accountant,Remote,70648.8
PhD,40,Urban,Education,UX Designer,Onsite,104882.99
Bachelor's Degree,33,Suburban,Healthcare,System Administrator,Remote,89469.96
High School,17,Rural,Education,Software Engineer,Remote,64509.3
High School,11,Rural,Tech,Web Developer,Hybrid,48550.59
High School,32,Urban,Tech,Web Developer,Remote,85874.78
Master's Degree,17,Suburban,Tech,Web Developer,Hybrid,67266.08
High School,13,Rural,Healthcare,System Administrator,Hybrid,46721.98
PhD,8,Urban,Healthcare,Accountant,Onsite,56506.12
Master's Degree,35,Urban,Healthcare,Professor,Remote,94760.84
High School,22,Rural,Education,Accountant,Remote,59593.58
PhD,27,Rural,Education,Software Engineer,Onsite,79905.34
PhD,25,Suburban,Finance,Others,Hybrid,89500.79
PhD,17,Rural,Education,Data Analyst,Remote,79208.02
High School,2,Urban,Tech,UX Designer,Onsite,43321.87
PhD,3,Rural,Education,Medical Assistant,Hybrid,49588.29
High School,12,Rural,Finance,Data Analyst,Hybrid,43919.95
High School,3,Suburban,Tech,Software Engineer,Hybrid,31096.07
Master's Degree,34,Urban,Healthcare,Others,Hybrid,88282.76
High School,24,Suburban,Tech,Software Engineer,Hybrid,65427.76
High School,2,Suburban,Finance,Financial Analyst,Hybrid,24470.23
High School,39,Rural,Tech,UX Designer,Hybrid,94867.57
PhD,21,Suburban,Finance,UX Designer,Onsite,72108.4
High School,18,Urban,Healthcare,Professor,Onsite,59025.11
High School,2,Rural,Education,System Administrator,Remote,33173.3
Bachelor's Degree,17,Rural,Tech,HR Manager,Onsite,58323.4
High School,25,Urban,Tech,Professor,Remote,75981.18
Bachelor's Degree,17,Urban,Education,Professor,Hybrid,73593.23
Bachelor's Degree,38,Suburban,Finance,Accountant,Onsite,94886.84
High School,5,Urban,Healthcare,Medical Assistant,Onsite,42143.19
PhD,13,Suburban,Tech,Professor,Hybrid,63773.8
High School,16,Rural,Finance,HR Manager,Onsite,53477.38
Master's Degree,32,Rural,Education,Web Developer,Hybrid,89847.93
Bachelor's Degree,7,Urban,Finance,Medical Assistant,Onsite,43790.95
Bachelor's Degree,34,Urban,Healthcare,Professor,Remote,92971.82
Master's Degree,37,Urban,Finance,Software Engineer,Hybrid,92447.05
Bachelor's Degree,31,Rural,Healthcare,Software Engineer,Hybrid,81920.32
High School,40,Rural,Healthcare,Others,Remote,100363.66
High School,26,Suburban,Education,Professor,Onsite,69714.76
PhD,19,Rural,Education,Accountant,Hybrid,73647.18
Bachelor's Degree,35,Urban,Tech,Data Analyst,Hybrid,87453.49
Master's Degree,33,Suburban,Finance,UX Designer,Remote,96978.22
Bachelor's Degree,10,Rural,Tech,UX Designer,Remote,55155.19
PhD,31,Suburban,Healthcare,Professor,Remote,97673.4
High School,29,Urban,Tech,Data Analyst,Hybrid,87087.97
Bachelor's Degree,15,Suburban,Education,HR Manager,Hybrid,66468.01
High School,16,Rural,Tech,HR Manager,Hybrid,52462.02
Bachelor's Degree,4,Urban,Tech,System Administrator,Remote,46379.67
High School,37,Urban,Tech,Data Analyst,Onsite,79306.41
Master's Degree,9,Suburban,Tech,UX Designer,Remote,48394.32
High School,33,Urban,Finance,UX Designer,Hybrid,81243.65
High School,21,Suburban,Tech,Software Engineer,Remote,55532.45
PhD,18,Rural,Healthcare,UX Designer,Hybrid,73490.08
PhD,0,Suburban,Education,System Administrator,Hybrid,44009.19
Bachelor's Degree,5,Suburban,Healthcare,HR Manager,Hybrid,45139.1
High School,18,Rural,Healthcare,Project Manager,Onsite,51640.07
Bachelor's Degree,39,Rural,Finance,Professor,Hybrid,95021.81
Bachelor's Degree,37,Rural,Healthcare,Data Analyst,Remote,100497.21
PhD,11,Urban,Tech,HR Manager,Hybrid,60569.96
PhD,38,Rural,Education,Financial Analyst,Onsite,104853.73
PhD,34,Suburban,Healthcare,Medical Assistant,Onsite,103265.91
Master's Degree,28,Rural,Tech,Professor,Hybrid,90639.91
Master's Degree,29,Suburban,Healthcare,Others,Hybrid,78744.78
Bachelor's Degree,4,Suburban,Healthcare,Accountant,Remote,51907.06
High School,32,Rural,Healthcare,Professor,Remote,71087.41
Bachelor's Degree,0,Suburban,Finance,Financial Analyst,Hybrid,34380.87
Bachelor's Degree,9,Urban,Finance,Accountant,Remote,48886.64
High School,19,Urban,Healthcare,System Administrator,Remote,71731.64
Master's Degree,5,Suburban,Healthcare,System Administrator,Remote,56497.39
High School,4,Rural,Finance,Web Developer,Hybrid,35735.74
Bachelor's Degree,26,Urban,Education,Financial Analyst,Remote,78041.86
PhD,28,Rural,Healthcare,Web Developer,Onsite,91758.06
Bachelor's Degree,30,Rural,Healthcare,Accountant,Onsite,77161.3
PhD,33,Suburban,Education,Others,Remote,105881.69
Master's Degree,24,Suburban,Education,Project Manager,Remote,77442.63
Master's Degree,13,Rural,Tech,Others,Onsite,50962.58
Bachelor's Degree,40,Rural,Healthcare,Others,Onsite,99179.55
PhD,27,Rural,Tech,Web Developer,Remote,89000.31
High School,33,Rural,Finance,Medical Assistant,Onsite,83920.28
Bachelor's Degree,31,Rural,Tech,Professor,Onsite,79680.52
Bachelor's Degree,30,Urban,Tech,Web Developer,Hybrid,85104.09
Master's Degree,20,Urban,Education,HR Manager,Hybrid,72990.29
High School,14,Rural,Finance,Others,Onsite,53243.87
Bachelor's Degree,29,Urban,Finance,Accountant,Onsite,87883.47
PhD,37,Suburban,Tech,Medical Assistant,Hybrid,100705.17
PhD,28,Rural,Healthcare,Professor,Remote,90830.45
High School,26,Urban,Tech,Software Engineer,Onsite,66831.2
Bachelor's Degree,38,Suburban,Tech,Project Manager,Remote,102803.97
Master's Degree,31,Rural,Healthcare,HR Manager,Onsite,85389.5
PhD,38,Rural,Healthcare,Web Developer,Onsite,94954.03
High School,31,Rural,Education,Data Analyst,Hybrid,72198.05
Master's Degree,8,Urban,Tech,Financial Analyst,Hybrid,59392.52
Bachelor's Degree,4,Suburban,Tech,UX Designer,Remote,40197.25
Bachelor's Degree,9,Urban,Tech,HR Manager,Onsite,55607.39
PhD,4,Rural,Education,UX Designer,Onsite,46283.06
Bachelor's Degree,30,Urban,Finance,System Administrator,Remote,82748.46
Master's Degree,21,Urban,Education,Accountant,Hybrid,75971.02
High School,39,Rural,Finance,System Administrator,Hybrid,85937.66
PhD,38,Rural,Tech,Medical Assistant,Remote,106180.05
PhD,8,Urban,Tech,HR Manager,Onsite,58056.57
Master's Degree,3,Rural,Tech,Others,Onsite,46663.88
PhD,12,Suburban,Healthcare,HR Manager,Hybrid,62742.94
High School,24,Urban,Healthcare,Accountant,Onsite,73627.65
High School,38,Rural,Finance,Accountant,Remote,86086.84
Master's Degree,28,Suburban,Tech,Software Engineer,Hybrid,82316.28
Bachelor's Degree,5,Rural,Education,Accountant,Hybrid,39480.81
High School,13,Urban,Healthcare,HR Manager,Onsite,54599.58
PhD,14,Suburban,Healthcare,Web Developer,Remote,65358.88
High School,12,Suburban,Finance,Project Manager,Onsite,49706.52
Bachelor's Degree,22,Urban,Healthcare,Software Engineer,Hybrid,73971.8
Master's Degree,3,Urban,Tech,Others,Remote,43862.45
Master's Degree,14,Urban,Tech,HR Manager,Hybrid,57024.91
PhD,20,Urban,Education,HR Manager,Onsite,91167.9
High School,27,Urban,Finance,Web Developer,Remote,75300.01
Bachelor's Degree,22,Urban,Healthcare,Project Manager,Onsite,67800.7
Master's Degree,12,Suburban,Healthcare,Software Engineer,Onsite,63867.56
High School,20,Urban,Education,Accountant,Onsite,54960.88
Master's Degree,1,Urban,Tech,Professor,Hybrid,43034.92
PhD,22,Rural,Tech,Professor,Remote,83731.75
Bachelor's Degree,10,Rural,Education,Financial Analyst,Hybrid,34856.4
PhD,28,Urban,Education,System Administrator,Onsite,100288.1
Bachelor's Degree,40,Rural,Healthcare,Financial Analyst,Remote,88655.78
PhD,13,Suburban,Healthcare,Others,Onsite,65928.74
PhD,1,Suburban,Tech,Accountant,Onsite,52725.0
High School,34,Suburban,Tech,Web Developer,Remote,90361.13
PhD,4,Urban,Healthcare,Professor,Hybrid,58164.78
Bachelor's Degree,8,Suburban,Finance,UX Designer,Remote,51959.4
Master's Degree,31,Urban,Tech,Financial Analyst,Remote,90731.98
High School,8,Rural,Finance,System Administrator,Onsite,51818.6
PhD,5,Suburban,Tech,Accountant,Onsite,54648.83
Bachelor's Degree,20,Rural,Education,Project Manager,Hybrid,65995.23
High School,31,Suburban,Healthcare,Software Engineer,Onsite,82478.18
Bachelor's Degree,3,Rural,Education,Financial Analyst,Remote,42085.89
Master's Degree,15,Rural,Education,Financial Analyst,Remote,61633.03
High School,14,Suburban,Education,Medical Assistant,Hybrid,44550.91
Master's Degree,38,Urban,Healthcare,Medical Assistant,Remote,94443.5
Bachelor's Degree,10,Rural,Healthcare,Project Manager,Hybrid,42655.92
Bachelor's Degree,11,Urban,Tech,Accountant,Onsite,45378.56
High School,3,Rural,Tech,Accountant,Remote,37051.74
Master's Degree,29,Suburban,Education,UX Designer,Remote,89866.25
PhD,20,Suburban,Healthcare,Financial Analyst,Remote,78122.1
Bachelor's Degree,15,Suburban,Education,UX Designer,Onsite,59995.99
Master's Degree,35,Suburban,Education,Professor,Hybrid,83295.44
Master's Degree,34,Suburban,Finance,Software Engineer,Hybrid,82851.33
Master's Degree,8,Rural,Education,HR Manager,Hybrid,50889.44
Bachelor's Degree,34,Suburban,Healthcare,Others,Onsite,91544.26
High School,40,Rural,Tech,Financial Analyst,Remote,100818.23
Bachelor's Degree,28,Suburban,Tech,UX Designer,Remote,77130.52
High School,0,Rural,Finance,Others,Onsite,26827.54
Master's Degree,1,Rural,Finance,Others,Hybrid,46467.52
Bachelor's Degree,2,Rural,Education,Professor,Onsite,40948.47
PhD,6,Suburban,Education,Medical Assistant,Onsite,48186.89
Bachelor's Degree,8,Rural,Education,Professor,Hybrid,52019.7
Bachelor's Degree,0,Suburban,Education,System Administrator,Hybrid,36337.96
Master's Degree,3,Suburban,Education,HR Manager,Hybrid,44279.45
High School,10,Rural,Tech,UX Designer,Hybrid,42319.99
High School,11,Rural,Education,System Administrator,Onsite,46250.5
High School,37,Urban,Tech,Medical Assistant,Remote,90155.14
High School,29,Urban,Healthcare,Medical Assistant,Hybrid,77119.19
Bachelor's Degree,34,Rural,Tech,Others,Hybrid,90313.97
PhD,10,Urban,Education,Project Manager,Onsite,65018.8
PhD,28,Urban,Finance,System Administrator,Onsite,100391.62
PhD,35,Suburban,Education,Professor,Onsite,103833.68
Master's Degree,26,Suburban,Education,Others,Hybrid,75309.91
Bachelor's Degree,11,Rural,Healthcare,Professor,Onsite,54519.54
Master's Degree,15,Urban,Tech,Others,Onsite,65032.31
Bachelor's Degree,17,Suburban,Tech,HR Manager,Hybrid,62794.43
Master's Degree,4,Urban,Finance,Project Manager,Hybrid,46901.92
High School,23,Rural,Tech,System Administrator,Hybrid,59700.03
PhD,8,Urban,Education,Financial Analyst,Hybrid,52330.48
PhD,11,Rural,Tech,System Administrator,Hybrid,59698.19
Master's Degree,39,Rural,Tech,System Administrator,Hybrid,93703.86
High School,10,Suburban,Healthcare,Web Developer,Remote,42894.57
High School,37,Urban,Finance,Data Analyst,Hybrid,81173.36
High School,32,Suburban,Finance,UX Designer,Remote,77511.44
PhD,27,Rural,Healthcare,Professor,Onsite,90613.24
Bachelor's Degree,4,Suburban,Healthcare,System Administrator,Hybrid,48112.18
PhD,10,Urban,Finance,Data Analyst,Onsite,63632.95
High School,29,Suburban,Tech,Accountant,Remote,74234.16
Bachelor's Degree,16,Rural,Finance,Others,Onsite,54372.78
PhD,23,Rural,Healthcare,System Administrator,Hybrid,86599.74
Master's Degree,15,Urban,Education,System Administrator,Hybrid,57252.41
Bachelor's Degree,17,Rural,Tech,Accountant,Onsite,53140.63
High School,29,Suburban,Tech,Financial Analyst,Onsite,73516.57
High School,36,Urban,Finance,Web Developer,Hybrid,88943.06
Bachelor's Degree,9,Rural,Tech,Software Engineer,Remote,53415.66
High School,37,Urban,Healthcare,Others,Onsite,93111.62
PhD,22,Suburban,Tech,Medical Assistant,Onsite,81584.05
PhD,33,Urban,Education,Project Manager,Remote,105287.53
Master's Degree,33,Suburban,Tech,Software Engineer,Hybrid,84985.46
Bachelor's Degree,33,Urban,Tech,Accountant,Hybrid,91840.91
Master's Degree,8,Urban,Education,UX Designer,Onsite,55569.25
Master's Degree,15,Rural,Healthcare,Data Analyst,Hybrid,58524.77
Bachelor's Degree,30,Suburban,Healthcare,System Administrator,Remote,82918.58
PhD,37,Rural,Tech,UX Designer,Remote,99569.58
Master's Degree,35,Urban,Education,Financial Analyst,Onsite,97628.46
Bachelor's Degree,19,Urban,Tech,Accountant,Hybrid,66705.4
Bachelor's Degree,0,Urban,Education,HR Manager,Remote,41038.55
PhD,36,Rural,Tech,System Administrator,Hybrid,103615.6
PhD,16,Rural,Finance,System Administrator,Remote,68715.68
High School,7,Suburban,Tech,System Administrator,Onsite,42291.15
High School,14,Suburban,Tech,Data Analyst,Hybrid,40385.51
PhD,39,Urban,Tech,Financial Analyst,Hybrid,103839.63
Master's Degree,40,Urban,Healthcare,Data Analyst,Remote,108413.26
PhD,9,Urban,Education,Professor,Remote,68535.98
PhD,33,Suburban,Healthcare,UX Designer,Remote,96807.09
Master's Degree,40,Rural,Healthcare,HR Manager,Hybrid,101810.46
High School,32,Urban,Education,Financial Analyst,Onsite,77675.3
Bachelor's Degree,18,Suburban,Education,HR Manager,Remote,56996.01
PhD,15,Suburban,Tech,System Administrator,Remote,65238.14
Bachelor's Degree,38,Urban,Finance,Web Developer,Hybrid,95456.55
High School,33,Urban,Healthcare,UX Designer,Remote,86880.45
Master's Degree,20,Rural,Healthcare,Project Manager,Onsite,68055.6
High School,1,Suburban,Education,Data Analyst,Hybrid,34498.11
Bachelor's Degree,21,Urban,Tech,UX Designer,Hybrid,74158.87
Bachelor's Degree,22,Rural,Education,UX Designer,Hybrid,70348.42
Bachelor's Degree,39,Rural,Healthcare,Web Developer,Hybrid,97492.26
Bachelor's Degree,17,Suburban,Tech,Data Analyst,Remote,61212.55
PhD,14,Urban,Healthcare,Software Engineer,Onsite,63584.19
PhD,40,Urban,Finance,Accountant,Remote,112144.9
Bachelor's Degree,1,Urban,Healthcare,Data Analyst,Hybrid,36034.06
Master's Degree,21,Suburban,Education,Others,Hybrid,73229.11
Master's Degree,10,Rural,Healthcare,Web Developer,Remote,51304.0
Master's Degree,35,Suburban,Education,Financial Analyst,Onsite,87888.08
High School,8,Suburban,Healthcare,Software Engineer,Remote,44836.51
High School,17,Rural,Healthcare,Financial Analyst,Onsite,49653.39
Master's Degree,6,Suburban,Education,Data Analyst,Remote,54745.31
High School,23,Rural,Healthcare,Web Developer,Hybrid,63856.82
Bachelor's Degree,10,Urban,Tech,Project Manager,Onsite,57208.48
Bachelor's Degree,9,Rural,Finance,UX Designer,Hybrid,60862.36
Master's Degree,31,Rural,Healthcare,Financial Analyst,Remote,87034.05
PhD,13,Rural,Healthcare,Project Manager,Onsite,70280.86
Master's Degree,18,Rural,Education,Software Engineer,Onsite,68057.84
PhD,35,Suburban,Healthcare,Web Developer,Hybrid,89550.35
PhD,25,Rural,Finance,Software Engineer,Remote,83647.78
PhD,22,Urban,Education,Web Developer,Hybrid,78078.03
Bachelor's Degree,34,Suburban,Tech,HR Manager,Hybrid,79818.08
PhD,11,Urban,Finance,Web Developer,Remote,76539.69
Bachelor's Degree,26,Rural,Finance,System Administrator,Remote,82974.68
Master's Degree,19,Rural,Education,Project Manager,Remote,70244.34
High School,34,Rural,Finance,Data Analyst,Onsite,80292.36
Bachelor's Degree,24,Urban,Tech,HR Manager,Remote,72998.0
PhD,39,Suburban,Education,Data Analyst,Remote,116785.72
Bachelor's Degree,38,Rural,Healthcare,Financial Analyst,Onsite,88760.9
PhD,8,Suburban,Education,Medical Assistant,Remote,65551.91
High School,32,Urban,Education,Financial Analyst,Hybrid,82393.58
Master's Degree,25,Urban,Healthcare,Medical Assistant,Hybrid,78647.9
High School,6,Urban,Finance,Accountant,Remote,39031.19
PhD,29,Rural,Tech,Medical Assistant,Remote,87876.96
High School,37,Rural,Tech,Data Analyst,Hybrid,81489.2
Master's Degree,2,Rural,Education,Web Developer,Remote,41310.48
High School,38,Suburban,Healthcare,Data Analyst,Remote,93180.41
Master's Degree,40,Suburban,Healthcare,Others,Onsite,99128.49
Master's Degree,28,Rural,Healthcare,System Administrator,Hybrid,81013.76
High School,19,Suburban,Finance,UX Designer,Hybrid,50172.86
High School,28,Suburban,Finance,HR Manager,Hybrid,69832.12
Bachelor's Degree,24,Suburban,Education,Medical Assistant,Remote,78586.24
High School,31,Rural,Tech,Accountant,Remote,73174.29
Bachelor's Degree,6,Suburban,Tech,Medical Assistant,Hybrid,48802.16
Master's Degree,8,Urban,Education,Web Developer,Remote,49099.04
Bachelor's Degree,20,Rural,Education,UX Designer,Hybrid,65279.76
Bachelor's Degree,38,Rural,Tech,Others,Remote,98937.37
